order_date,product,category,region,channel,customer,quantity,unit_price,revenue,cost
2022-10-26,Mechanical Keyboard,Electronics,North America,Online,Cust_0038,21,129,3089.61,1760.85
2023-01-21,USB-C Dock,Electronics,North America,Wholesale,Cust_0005,23,99,2578.81,1593.9
2023-06-26,Desk Lamp,Home,Europe,Wholesale,Cust_0035,24,45,1151.53,540.0
2022-08-23,Mechanical Keyboard,Electronics,Middle East,Wholesale,Cust_0017,7,129,1009.08,586.95
2023-06-30,Fitness Tracker,Electronics,North America,Wholesale,Cust_0028,12,139,1451.68,1184.28
2023-09-12,Noise-cancelling Mic,Electronics,Europe,Online,Cust_0039,17,149,2361.38,1975.74
2022-11-19,Desk Lamp,Home,Europe,Online,Cust_0026,2,45,89.87,45.0
2023-12-17,Laptop Stand,Accessories,Middle East,Wholesale,Cust_0025,6,39,238.39,98.28
2023-08-13,Standing Desk,Furniture,Europe,Partner,Cust_0012,20,429,7302.27,7035.6
2023-02-18,Monitor 27in,Electronics,Middle East,Online,Cust_0030,23,299,6884.88,4126.2
2023-12-29,Desk Lamp,Home,Asia Pacific,Retail,Cust_0018,10,45,457.04,225.0
2023-01-01,USB-C Dock,Electronics,Asia Pacific,Retail,Cust_0003,2,99,206.29,138.6
2023-04-20,Fitness Tracker,Electronics,North America,Partner,Cust_0016,5,139,797.07,493.45
2023-02-10,Noise-cancelling Mic,Electronics,Asia Pacific,Online,Cust_0039,4,149,680.43,464.88
2023-06-07,Laptop Stand,Accessories,Europe,Partner,Cust_0027,23,39,1004.19,376.74
2023-05-07,Ergonomic Chair,Furniture,Asia Pacific,Online,Cust_0015,2,249,532.43,373.5
2023-04-22,Mechanical Keyboard,Electronics,Middle East,Online,Cust_0038,9,129,1023.92,754.65
2023-08-05,Cable Organizer,Accessories,South America,Retail,Cust_0015,9,15,127.88,47.25
2023-02-03,Monitor 27in,Electronics,Europe,Wholesale,Cust_0029,21,299,5773.65,3767.4
2023-09-27,Ergonomic Chair,Furniture,North America,Wholesale,Cust_0032,5,249,1126.05,933.75
2023-01-15,Power Bank,Accessories,Middle East,Retail,Cust_0032,6,49,333.1,164.64
2023-01-10,Cable Organizer,Accessories,Asia Pacific,Online,Cust_0011,10,15,167.34,52.5
2023-08-17,Cable Organizer,Accessories,North America,Retail,Cust_0010,20,15,261.48,105.0
2023-03-18,Webcam HD,Electronics,North America,Wholesale,Cust_0034,21,79,1478.48,1111.53
2022-07-22,Monitor 27in,Electronics,South America,Wholesale,Cust_0002,4,299,1056.08,717.6
2022-07-23,Smart Speaker,Electronics,Europe,Online,Cust_0016,21,119,2701.51,1549.38
2023-04-10,Mechanical Keyboard,Electronics,North America,Online,Cust_0007,21,129,2743.43,1760.85
2023-06-21,Power Bank,Accessories,Europe,Online,Cust_0009,23,49,1120.38,631.12
2023-10-07,Power Bank,Accessories,Asia Pacific,Partner,Cust_0031,6,49,263.53,164.64
2022-09-05,Noise-cancelling Mic,Electronics,Middle East,Partner,Cust_0008,23,149,2934.75,2673.06
2022-08-24,Laptop Stand,Accessories,North America,Partner,Cust_0033,18,39,783.39,294.84
2023-09-08,Mechanical Keyboard,Electronics,North America,Retail,Cust_0015,1,129,126.18,83.85
2022-12-07,Ergonomic Chair,Furniture,Europe,Partner,Cust_0025,21,249,5521.98,3921.75
2022-11-02,Webcam HD,Electronics,Europe,Online,Cust_0007,6,79,538.91,317.58
2023-04-24,Ergonomic Chair,Furniture,North America,Partner,Cust_0024,3,249,841.87,560.25
2022-10-04,Fitness Tracker,Electronics,Europe,Retail,Cust_0028,2,139,280.54,197.38
2023-01-11,Cable Organizer,Accessories,Asia Pacific,Retail,Cust_0040,14,15,230.01,73.5
2023-07-01,Fitness Tracker,Electronics,South America,Partner,Cust_0024,4,139,628.2,394.76
2022-09-26,Smart Speaker,Electronics,Europe,Retail,Cust_0021,1,119,106.43,73.78
2023-10-10,Desk Mat,Accessories,North America,Online,Cust_0037,16,29,453.9,241.28
2023-04-21,Mechanical Keyboard,Electronics,Europe,Partner,Cust_0012,3,129,418.06,251.55
2023-07-06,Ergonomic Chair,Furniture,South America,Wholesale,Cust_0027,16,249,4105.6,2988.0
2023-06-16,Mechanical Keyboard,Electronics,South America,Retail,Cust_0027,21,129,2749.1,1760.85
2023-11-26,Noise-cancelling Mic,Electronics,South America,Retail,Cust_0006,18,149,2747.14,2091.96
2023-09-14,Noise-cancelling Mic,Electronics,North America,Retail,Cust_0016,19,149,2713.55,2208.18
2023-02-03,Power Bank,Accessories,Middle East,Partner,Cust_0031,1,49,55.73,27.44
2022-10-30,Wireless Headphones,Electronics,Europe,Partner,Cust_0019,12,89,1055.31,619.44
2023-09-14,USB-C Dock,Electronics,North America,Retail,Cust_0009,7,99,613.42,485.1
2022-12-03,Standing Desk,Furniture,South America,Online,Cust_0024,24,429,8918.65,8442.72
2022-10-26,Cable Organizer,Accessories,South America,Online,Cust_0039,19,15,316.68,99.75
2022-08-09,Mechanical Keyboard,Electronics,North America,Retail,Cust_0016,12,129,1351.59,1006.2
2023-09-09,Mechanical Keyboard,Electronics,South America,Retail,Cust_0009,25,129,3465.04,2096.25
2023-05-12,Webcam HD,Electronics,South America,Partner,Cust_0001,14,79,1035.25,741.02
2022-12-16,Wireless Headphones,Electronics,Middle East,Online,Cust_0012,21,89,1870.85,1084.02
2022-07-21,Standing Desk,Furniture,Middle East,Wholesale,Cust_0017,14,429,6761.22,4924.92
2023-12-05,Desk Lamp,Home,South America,Retail,Cust_0011,23,45,964.15,517.5
2022-10-12,Noise-cancelling Mic,Electronics,Europe,Retail,Cust_0026,13,149,2006.18,1510.86
2023-02-19,Standing Desk,Furniture,South America,Online,Cust_0031,6,429,2429.75,2110.68
2023-08-28,Power Bank,Accessories,North America,Retail,Cust_0024,13,49,665.02,356.72
2023-01-25,Desk Lamp,Home,North America,Online,Cust_0024,4,45,185.57,90.0
2023-06-18,Wireless Headphones,Electronics,Europe,Partner,Cust_0035,8,89,627.94,412.96
2023-02-11,Monitor 27in,Electronics,Europe,Partner,Cust_0036,1,299,272.24,179.4
2022-08-12,USB-C Dock,Electronics,Middle East,Online,Cust_0037,9,99,769.34,623.7
2023-11-17,Wireless Headphones,Electronics,North America,Partner,Cust_0020,2,89,151.75,103.24
2023-07-10,Smart Speaker,Electronics,Middle East,Wholesale,Cust_0013,10,119,1123.77,737.8
2023-08-14,Desk Mat,Accessories,North America,Retail,Cust_0022,12,29,338.32,180.96
2023-12-07,Laptop Stand,Accessories,North America,Retail,Cust_0038,17,39,721.89,278.46
2023-11-10,Monitor 27in,Electronics,Europe,Partner,Cust_0010,2,299,630.72,358.8
2022-09-28,Fitness Tracker,Electronics,Europe,Online,Cust_0014,21,139,3188.26,2072.49
2022-12-01,Smart Speaker,Electronics,Middle East,Retail,Cust_0034,23,119,3141.21,1696.94
2023-12-27,Fitness Tracker,Electronics,South America,Partner,Cust_0009,25,139,3307.18,2467.25
2023-07-13,Monitor 27in,Electronics,South America,Online,Cust_0016,14,299,3820.34,2511.6
2022-09-24,Mechanical Keyboard,Electronics,North America,Wholesale,Cust_0001,19,129,2188.22,1593.15
2023-05-22,Noise-cancelling Mic,Electronics,North America,Wholesale,Cust_0030,3,149,422.02,348.66
2023-05-08,Mechanical Keyboard,Electronics,Middle East,Partner,Cust_0024,3,129,369.98,251.55
2022-09-20,Mechanical Keyboard,Electronics,Asia Pacific,Wholesale,Cust_0031,23,129,3392.9,1928.55
2023-10-05,Cable Organizer,Accessories,Middle East,Online,Cust_0032,5,15,64.64,26.25
2023-04-29,Standing Desk,Furniture,South America,Retail,Cust_0024,14,429,6028.49,4924.92
2023-05-27,Ergonomic Chair,Furniture,Middle East,Wholesale,Cust_0029,3,249,693.85,560.25
2022-08-22,Monitor 27in,Electronics,Europe,Online,Cust_0036,21,299,5352.11,3767.4
2022-10-25,Desk Lamp,Home,Middle East,Retail,Cust_0026,13,45,647.1,292.5
2023-02-23,Standing Desk,Furniture,Asia Pacific,Online,Cust_0030,15,429,6374.17,5276.7
2023-10-29,Laptop Stand,Accessories,North America,Retail,Cust_0026,3,39,126.41,49.14
2023-01-30,Standing Desk,Furniture,Asia Pacific,Online,Cust_0022,11,429,5421.81,3869.58
2023-11-19,USB-C Dock,Electronics,North America,Wholesale,Cust_0018,23,99,2245.97,1593.9
2022-12-16,Webcam HD,Electronics,Asia Pacific,Retail,Cust_0037,5,79,339.46,264.65
2023-08-03,Wireless Headphones,Electronics,South America,Wholesale,Cust_0014,12,89,925.13,619.44
2022-08-02,Smart Speaker,Electronics,Asia Pacific,Wholesale,Cust_0017,22,119,2724.57,1623.16
2022-10-03,Mechanical Keyboard,Electronics,South America,Partner,Cust_0006,3,129,363.59,251.55
2023-10-15,Power Bank,Accessories,Asia Pacific,Retail,Cust_0012,14,49,754.03,384.16
2022-10-12,Fitness Tracker,Electronics,Asia Pacific,Partner,Cust_0011,14,139,1770.05,1381.66
2023-09-12,Webcam HD,Electronics,South America,Retail,Cust_0023,16,79,1420.46,846.88
2023-08-12,Power Bank,Accessories,North America,Retail,Cust_0038,1,49,50.71,27.44
2023-06-06,Cable Organizer,Accessories,North America,Partner,Cust_0010,24,15,402.82,126.0
2022-12-08,Webcam HD,Electronics,South America,Online,Cust_0017,11,79,874.39,582.23
2022-07-13,Webcam HD,Electronics,Middle East,Wholesale,Cust_0007,5,79,340.07,264.65
2023-01-18,Standing Desk,Furniture,Middle East,Retail,Cust_0025,23,429,9026.74,8090.94
2023-02-09,USB-C Dock,Electronics,Asia Pacific,Online,Cust_0024,22,99,1861.88,1524.6
2023-05-20,Noise-cancelling Mic,Electronics,South America,Wholesale,Cust_0027,4,149,579.98,464.88
2023-07-05,Power Bank,Accessories,Middle East,Wholesale,Cust_0022,18,49,779.7,493.92
2023-01-06,Webcam HD,Electronics,Europe,Partner,Cust_0036,14,79,1137.49,741.02
2023-09-29,Standing Desk,Furniture,Asia Pacific,Wholesale,Cust_0040,10,429,4853.58,3517.8
2022-10-19,Laptop Stand,Accessories,North America,Online,Cust_0040,4,39,176.24,65.52
2022-10-24,Webcam HD,Electronics,South America,Online,Cust_0033,24,79,1942.21,1270.32
2022-08-12,Cable Organizer,Accessories,Europe,Wholesale,Cust_0015,10,15,162.46,52.5
2023-08-04,Laptop Stand,Accessories,North America,Wholesale,Cust_0023,7,39,311.3,114.66
2023-10-28,Standing Desk,Furniture,North America,Wholesale,Cust_0024,21,429,9771.69,7387.38
2023-12-11,Desk Lamp,Home,Asia Pacific,Partner,Cust_0027,9,45,426.06,202.5
2022-07-14,Fitness Tracker,Electronics,North America,Online,Cust_0002,14,139,1743.64,1381.66
2023-07-28,Power Bank,Accessories,Asia Pacific,Partner,Cust_0011,17,49,947.74,466.48
2023-09-23,USB-C Dock,Electronics,Europe,Wholesale,Cust_0040,18,99,1859.21,1247.4
2022-08-31,Smart Speaker,Electronics,Europe,Wholesale,Cust_0025,19,119,2584.79,1401.82
2023-01-03,Standing Desk,Furniture,South America,Retail,Cust_0015,11,429,4152.12,3869.58
2022-11-16,Noise-cancelling Mic,Electronics,Asia Pacific,Wholesale,Cust_0036,4,149,535.04,464.88
2023-06-05,USB-C Dock,Electronics,North America,Online,Cust_0028,3,99,253.48,207.9
2022-12-13,Wireless Headphones,Electronics,Middle East,Online,Cust_0025,20,89,1526.5,1032.4
2022-11-20,Webcam HD,Electronics,Europe,Partner,Cust_0016,21,79,1734.91,1111.53
2023-02-22,Desk Lamp,Home,South America,Retail,Cust_0017,7,45,330.05,157.5
2023-04-17,Laptop Stand,Accessories,Middle East,Online,Cust_0007,5,39,172.24,81.9
2022-11-12,Laptop Stand,Accessories,Asia Pacific,Partner,Cust_0012,5,39,171.18,81.9
2023-11-28,Power Bank,Accessories,South America,Retail,Cust_0007,12,49,586.42,329.28
2022-08-01,Standing Desk,Furniture,North America,Wholesale,Cust_0014,3,429,1359.33,1055.34
2023-07-29,Fitness Tracker,Electronics,Europe,Wholesale,Cust_0012,11,139,1436.69,1085.59
2023-01-08,Cable Organizer,Accessories,North America,Online,Cust_0022,19,15,327.21,99.75
2023-11-17,Monitor 27in,Electronics,Europe,Online,Cust_0034,20,299,6413.6,3588.0
2022-11-11,USB-C Dock,Electronics,Middle East,Online,Cust_0002,20,99,1990.69,1386.0
2022-12-13,USB-C Dock,Electronics,Europe,Online,Cust_0002,12,99,1126.54,831.6
2023-02-20,Laptop Stand,Accessories,Asia Pacific,Retail,Cust_0018,24,39,930.83,393.12
2022-10-12,Ergonomic Chair,Furniture,South America,Partner,Cust_0032,23,249,5617.15,4295.25
2023-08-23,Fitness Tracker,Electronics,Europe,Partner,Cust_0013,7,139,1027.6,690.83
2023-04-23,Standing Desk,Furniture,Europe,Partner,Cust_0014,4,429,1949.6,1407.12
2023-11-21,Standing Desk,Furniture,Middle East,Wholesale,Cust_0018,15,429,7044.83,5276.7
2022-10-28,Monitor 27in,Electronics,Europe,Wholesale,Cust_0037,13,299,3715.48,2332.2
2022-09-13,Webcam HD,Electronics,Middle East,Online,Cust_0017,6,79,486.35,317.58
2023-05-06,Monitor 27in,Electronics,South America,Partner,Cust_0002,21,299,5553.12,3767.4
2023-06-05,Standing Desk,Furniture,Europe,Partner,Cust_0005,6,429,2354.07,2110.68
2023-07-25,Ergonomic Chair,Furniture,North America,Partner,Cust_0001,5,249,1177.24,933.75
2022-07-21,Desk Mat,Accessories,South America,Retail,Cust_0037,11,29,347.25,165.88
2023-03-05,Noise-cancelling Mic,Electronics,Asia Pacific,Wholesale,Cust_0039,3,149,408.4,348.66
2023-02-17,Laptop Stand,Accessories,Middle East,Partner,Cust_0005,18,39,717.57,294.84
2023-09-14,Cable Organizer,Accessories,Asia Pacific,Wholesale,Cust_0021,25,15,341.04,131.25
2022-08-29,Smart Speaker,Electronics,North America,Wholesale,Cust_0018,16,119,1859.01,1180.48
2022-11-14,Webcam HD,Electronics,Middle East,Partner,Cust_0025,6,79,436.52,317.58
2022-07-31,Desk Lamp,Home,South America,Online,Cust_0019,1,45,40.02,22.5
2023-08-26,Wireless Headphones,Electronics,Asia Pacific,Online,Cust_0002,18,89,1395.08,929.16
2022-10-15,Power Bank,Accessories,Asia Pacific,Partner,Cust_0021,14,49,738.21,384.16
2023-08-23,Laptop Stand,Accessories,South America,Partner,Cust_0040,18,39,606.61,294.84
2023-05-11,Desk Mat,Accessories,North America,Wholesale,Cust_0024,15,29,492.12,226.2
2022-10-23,Wireless Headphones,Electronics,North America,Online,Cust_0009,8,89,627.66,412.96
2023-06-05,Power Bank,Accessories,Europe,Wholesale,Cust_0011,23,49,987.71,631.12
2023-07-22,Power Bank,Accessories,North America,Online,Cust_0017,18,49,983.43,493.92
2022-08-23,Laptop Stand,Accessories,North America,Partner,Cust_0017,2,39,74.01,32.76
2023-08-02,Desk Lamp,Home,Europe,Retail,Cust_0038,23,45,1022.8,517.5
2022-11-16,Ergonomic Chair,Furniture,South America,Wholesale,Cust_0008,5,249,1253.13,933.75
2023-03-13,Monitor 27in,Electronics,Asia Pacific,Wholesale,Cust_0021,16,299,5175.3,2870.4
2023-11-16,USB-C Dock,Electronics,Asia Pacific,Partner,Cust_0006,3,99,283.9,207.9
2023-03-15,Cable Organizer,Accessories,North America,Retail,Cust_0005,21,15,359.58,110.25
2022-09-09,USB-C Dock,Electronics,South America,Retail,Cust_0025,1,99,89.73,69.3
2022-10-25,Ergonomic Chair,Furniture,Asia Pacific,Partner,Cust_0030,7,249,1824.2,1307.25
2023-12-08,Laptop Stand,Accessories,Asia Pacific,Retail,Cust_0025,5,39,222.79,81.9
2023-12-17,USB-C Dock,Electronics,Europe,Wholesale,Cust_0005,25,99,2310.05,1732.5
2022-12-25,Cable Organizer,Accessories,Europe,Online,Cust_0030,10,15,166.93,52.5
2022-10-30,USB-C Dock,Electronics,Europe,Wholesale,Cust_0018,1,99,85.0,69.3
2023-10-16,Ergonomic Chair,Furniture,Middle East,Online,Cust_0006,9,249,2143.13,1680.75
2023-02-12,Mechanical Keyboard,Electronics,Middle East,Wholesale,Cust_0022,13,129,1452.19,1090.05
2023-04-15,Ergonomic Chair,Furniture,South America,Online,Cust_0028,4,249,904.55,747.0
2023-01-19,Standing Desk,Furniture,Middle East,Partner,Cust_0039,6,429,2569.07,2110.68
2023-09-26,Laptop Stand,Accessories,Europe,Online,Cust_0008,22,39,785.82,360.36
2022-09-02,Fitness Tracker,Electronics,Europe,Partner,Cust_0005,2,139,280.68,197.38
2023-04-18,USB-C Dock,Electronics,South America,Wholesale,Cust_0026,20,99,1743.17,1386.0
2023-04-10,Webcam HD,Electronics,Europe,Retail,Cust_0023,7,79,575.71,370.51
2023-04-30,Desk Mat,Accessories,Europe,Online,Cust_0033,1,29,32.55,15.08
2023-11-10,Desk Mat,Accessories,Europe,Retail,Cust_0021,10,29,305.79,150.8
2022-12-27,Mechanical Keyboard,Electronics,Europe,Wholesale,Cust_0001,11,129,1489.68,922.35
2023-09-21,Ergonomic Chair,Furniture,Asia Pacific,Retail,Cust_0005,1,249,224.4,186.75
2022-07-19,Monitor 27in,Electronics,Middle East,Wholesale,Cust_0001,12,299,3575.41,2152.8
2023-03-20,Webcam HD,Electronics,North America,Online,Cust_0037,4,79,333.07,211.72
2023-05-03,Power Bank,Accessories,Europe,Retail,Cust_0007,8,49,344.96,219.52
2023-06-18,Webcam HD,Electronics,Middle East,Partner,Cust_0017,16,79,1325.96,846.88
2023-03-26,Ergonomic Chair,Furniture,Asia Pacific,Online,Cust_0020,15,249,3970.48,2801.25
2023-12-22,Smart Speaker,Electronics,North America,Wholesale,Cust_0018,22,119,2763.91,1623.16
2022-07-31,Mechanical Keyboard,Electronics,Europe,Retail,Cust_0023,14,129,1804.83,1173.9
2023-03-17,Monitor 27in,Electronics,Asia Pacific,Wholesale,Cust_0014,24,299,7702.07,4305.6
2023-01-24,Fitness Tracker,Electronics,Asia Pacific,Online,Cust_0035,13,139,2023.42,1282.97
2023-10-13,Fitness Tracker,Electronics,Asia Pacific,Retail,Cust_0023,17,139,2638.05,1677.73
2023-08-14,Monitor 27in,Electronics,Asia Pacific,Partner,Cust_0013,14,299,3609.71,2511.6
2023-12-24,Desk Mat,Accessories,South America,Online,Cust_0030,11,29,325.38,165.88
2023-06-30,Desk Lamp,Home,South America,Online,Cust_0010,4,45,178.18,90.0
2022-12-10,Noise-cancelling Mic,Electronics,Asia Pacific,Retail,Cust_0032,10,149,1395.35,1162.2
2023-05-07,Wireless Headphones,Electronics,Europe,Online,Cust_0019,15,89,1465.35,774.3
2022-11-13,Wireless Headphones,Electronics,North America,Partner,Cust_0028,16,89,1360.88,825.92
2022-07-10,Wireless Headphones,Electronics,Asia Pacific,Retail,Cust_0019,9,89,869.55,464.58
2023-12-06,Cable Organizer,Accessories,North America,Retail,Cust_0018,25,15,334.8,131.25
2023-01-27,Standing Desk,Furniture,Asia Pacific,Online,Cust_0015,19,429,7006.93,6683.82
2023-07-08,USB-C Dock,Electronics,South America,Wholesale,Cust_0026,22,99,2483.08,1524.6
2022-10-18,Fitness Tracker,Electronics,Middle East,Partner,Cust_0020,9,139,1128.39,888.21
2023-09-29,Cable Organizer,Accessories,Europe,Retail,Cust_0017,11,15,146.97,57.75
2023-01-30,Desk Lamp,Home,Asia Pacific,Online,Cust_0037,10,45,507.66,225.0
2023-10-25,Noise-cancelling Mic,Electronics,South America,Wholesale,Cust_0007,6,149,797.08,697.32
2023-10-05,Desk Mat,Accessories,South America,Partner,Cust_0023,11,29,312.08,165.88
2023-09-13,Standing Desk,Furniture,Middle East,Online,Cust_0002,15,429,7318.19,5276.7
2023-09-14,Laptop Stand,Accessories,Middle East,Retail,Cust_0020,25,39,1058.84,409.5
2023-12-16,Ergonomic Chair,Furniture,North America,Partner,Cust_0026,5,249,1105.29,933.75
2022-07-16,Webcam HD,Electronics,North America,Wholesale,Cust_0006,25,79,1711.16,1323.25
2022-10-27,Ergonomic Chair,Furniture,Asia Pacific,Online,Cust_0037,20,249,4952.31,3735.0
2023-06-14,Power Bank,Accessories,Middle East,Online,Cust_0033,2,49,105.04,54.88
2022-09-02,Desk Mat,Accessories,Middle East,Retail,Cust_0032,7,29,180.86,105.56
2022-12-15,Desk Lamp,Home,North America,Partner,Cust_0032,21,45,980.06,472.5
2023-01-31,Laptop Stand,Accessories,Europe,Online,Cust_0039,3,39,130.33,49.14
2023-12-24,Laptop Stand,Accessories,North America,Retail,Cust_0031,8,39,267.51,131.04
2023-12-09,Webcam HD,Electronics,North America,Online,Cust_0020,13,79,997.59,688.09
2023-01-14,Power Bank,Accessories,Middle East,Partner,Cust_0029,8,49,434.26,219.52
2022-11-13,Standing Desk,Furniture,Europe,Online,Cust_0010,5,429,2349.99,1758.9
2023-03-13,Mechanical Keyboard,Electronics,South America,Retail,Cust_0031,17,129,2054.86,1425.45
2022-10-20,Monitor 27in,Electronics,Asia Pacific,Partner,Cust_0026,16,299,4620.13,2870.4
2022-10-27,Webcam HD,Electronics,Europe,Wholesale,Cust_0002,14,79,1034.14,741.02
2022-11-10,Monitor 27in,Electronics,Middle East,Online,Cust_0020,13,299,3343.69,2332.2
2023-10-08,Wireless Headphones,Electronics,South America,Retail,Cust_0030,12,89,996.52,619.44
2022-12-19,Ergonomic Chair,Furniture,Asia Pacific,Retail,Cust_0034,17,249,4094.1,3174.75
2022-09-12,Mechanical Keyboard,Electronics,Asia Pacific,Retail,Cust_0037,21,129,2578.39,1760.85
2022-11-30,Desk Lamp,Home,South America,Partner,Cust_0005,25,45,1265.45,562.5
2023-11-17,Standing Desk,Furniture,Middle East,Retail,Cust_0033,16,429,7431.1,5628.48
2023-12-30,Desk Lamp,Home,Middle East,Partner,Cust_0038,5,45,214.75,112.5
2023-08-27,Laptop Stand,Accessories,Europe,Online,Cust_0015,2,39,68.56,32.76
2022-10-26,Webcam HD,Electronics,Asia Pacific,Wholesale,Cust_0015,22,79,1988.96,1164.46
2023-03-09,Laptop Stand,Accessories,South America,Wholesale,Cust_0005,6,39,203.25,98.28
2023-03-23,Laptop Stand,Accessories,South America,Online,Cust_0024,2,39,80.49,32.76
2022-08-09,Fitness Tracker,Electronics,North America,Partner,Cust_0029,6,139,803.38,592.14
2023-01-30,USB-C Dock,Electronics,South America,Wholesale,Cust_0019,9,99,817.63,623.7
2022-12-22,Standing Desk,Furniture,North America,Retail,Cust_0038,17,429,6252.09,5980.26
2022-10-16,USB-C Dock,Electronics,North America,Retail,Cust_0024,2,99,214.3,138.6
2022-09-21,Ergonomic Chair,Furniture,Europe,Wholesale,Cust_0014,6,249,1525.54,1120.5
2023-11-07,Noise-cancelling Mic,Electronics,Middle East,Partner,Cust_0036,12,149,1977.58,1394.64
2022-09-16,Webcam HD,Electronics,North America,Wholesale,Cust_0037,14,79,966.03,741.02
2023-12-21,Desk Lamp,Home,South America,Online,Cust_0015,4,45,155.78,90.0
2023-06-13,Wireless Headphones,Electronics,Asia Pacific,Partner,Cust_0025,8,89,755.42,412.96
2022-09-17,Power Bank,Accessories,North America,Partner,Cust_0035,6,49,300.65,164.64
2023-12-22,Fitness Tracker,Electronics,South America,Partner,Cust_0040,20,139,2410.24,1973.8
2022-10-31,Monitor 27in,Electronics,North America,Partner,Cust_0003,16,299,4551.56,2870.4
2023-04-03,USB-C Dock,Electronics,Europe,Online,Cust_0014,11,99,1104.38,762.3
2023-06-12,Fitness Tracker,Electronics,Europe,Online,Cust_0032,25,139,3029.76,2467.25
2022-08-15,Ergonomic Chair,Furniture,Middle East,Wholesale,Cust_0040,3,249,843.22,560.25
2023-11-12,Mechanical Keyboard,Electronics,North America,Online,Cust_0003,9,129,1159.81,754.65
2023-02-25,Cable Organizer,Accessories,South America,Wholesale,Cust_0020,12,15,195.2,63.0
2023-02-28,Wireless Headphones,Electronics,Europe,Online,Cust_0035,2,89,183.77,103.24
2023-08-02,Cable Organizer,Accessories,Middle East,Online,Cust_0031,22,15,285.66,115.5
2023-07-31,Desk Mat,Accessories,South America,Wholesale,Cust_0036,5,29,129.24,75.4
2023-10-01,Laptop Stand,Accessories,Asia Pacific,Partner,Cust_0013,20,39,743.29,327.6
2022-09-07,USB-C Dock,Electronics,Middle East,Online,Cust_0001,8,99,727.17,554.4
2022-08-25,Smart Speaker,Electronics,North America,Retail,Cust_0005,1,119,103.17,73.78
2023-10-02,Mechanical Keyboard,Electronics,Asia Pacific,Online,Cust_0023,10,129,1329.63,838.5
2023-03-17,Desk Lamp,Home,South America,Wholesale,Cust_0008,5,45,235.57,112.5
2022-09-26,Desk Lamp,Home,South America,Retail,Cust_0023,18,45,906.63,405.0
2023-02-20,Webcam HD,Electronics,Asia Pacific,Partner,Cust_0036,23,79,1703.99,1217.39
2023-03-17,Noise-cancelling Mic,Electronics,Middle East,Partner,Cust_0033,9,149,1181.84,1045.98
2023-06-29,Fitness Tracker,Electronics,Asia Pacific,Wholesale,Cust_0006,14,139,1772.94,1381.66
2022-11-27,Power Bank,Accessories,Asia Pacific,Retail,Cust_0036,17,49,760.72,466.48
2023-07-26,Desk Mat,Accessories,Europe,Online,Cust_0029,5,29,151.52,75.4
2023-10-17,Laptop Stand,Accessories,North America,Wholesale,Cust_0018,1,39,36.4,16.38
2023-08-07,Desk Lamp,Home,Asia Pacific,Online,Cust_0040,3,45,130.3,67.5
2022-07-29,Power Bank,Accessories,South America,Wholesale,Cust_0003,13,49,584.34,356.72
2023-08-02,Mechanical Keyboard,Electronics,Middle East,Wholesale,Cust_0004,22,129,2974.57,1844.7
2022-08-11,Noise-cancelling Mic,Electronics,North America,Partner,Cust_0039,25,149,4009.38,2905.5
2023-06-19,Fitness Tracker,Electronics,North America,Retail,Cust_0022,9,139,1335.74,888.21
2023-09-27,Power Bank,Accessories,North America,Online,Cust_0036,14,49,662.97,384.16
2023-04-30,Power Bank,Accessories,South America,Wholesale,Cust_0037,18,49,940.01,493.92
2023-12-23,Desk Lamp,Home,South America,Wholesale,Cust_0016,6,45,240.18,135.0
2022-07-25,Desk Lamp,Home,North America,Partner,Cust_0016,22,45,1070.59,495.0
2023-05-08,Ergonomic Chair,Furniture,North America,Wholesale,Cust_0040,19,249,4410.62,3548.25
2023-04-11,Cable Organizer,Accessories,North America,Online,Cust_0020,9,15,137.77,47.25
2023-06-03,Power Bank,Accessories,South America,Retail,Cust_0030,9,49,377.13,246.96
2022-07-19,Webcam HD,Electronics,South America,Partner,Cust_0036,2,79,144.63,105.86
2022-09-07,Monitor 27in,Electronics,Middle East,Partner,Cust_0036,3,299,846.95,538.2
2022-09-13,Webcam HD,Electronics,Asia Pacific,Partner,Cust_0017,6,79,526.48,317.58
2022-11-17,USB-C Dock,Electronics,Europe,Retail,Cust_0040,21,99,2176.28,1455.3
2023-03-05,Laptop Stand,Accessories,Europe,Online,Cust_0033,21,39,907.59,343.98
2023-05-30,Wireless Headphones,Electronics,North America,Retail,Cust_0017,18,89,1830.42,929.16
2022-07-26,Cable Organizer,Accessories,Middle East,Online,Cust_0016,12,15,171.89,63.0
2022-09-27,Noise-cancelling Mic,Electronics,Middle East,Online,Cust_0005,15,149,2058.64,1743.3
2023-06-08,Monitor 27in,Electronics,North America,Wholesale,Cust_0028,12,299,3992.57,2152.8
2022-12-03,Wireless Headphones,Electronics,Asia Pacific,Partner,Cust_0027,11,89,1095.71,567.82
2023-07-28,Webcam HD,Electronics,Europe,Online,Cust_0024,10,79,682.07,529.3
2022-12-10,Fitness Tracker,Electronics,North America,Online,Cust_0039,19,139,2412.41,1875.11
2023-05-26,Noise-cancelling Mic,Electronics,Europe,Partner,Cust_0025,23,149,3767.02,2673.06
2022-08-12,Cable Organizer,Accessories,South America,Retail,Cust_0006,24,15,409.16,126.0
2023-02-24,Monitor 27in,Electronics,Middle East,Wholesale,Cust_0008,17,299,5613.05,3049.8
